public_URL,talk_id,description,views,event
"<link href=""https://www.ted.com/talks/ge_wang_the_diy_orchestra_of_the_future"" rel=""canonical""/>",2033,"Ge Wang makes computer music, but it isn't all about coded bleeps and blips. With the Stanford Laptop Orchestra, he creates new instruments out of unexpected materials—like an Ikea bowl—that allow musicians to play music that's both beautiful and expressive.",1191080,TEDxStanford
"<link href=""https://www.ted.com/talks/naomi_klein_addicted_to_risk"" rel=""canonical""/>",1054,"Days before this talk, journalist Naomi Klein was on a boat in the Gulf of Mexico, looking at the catastrophic results of BP's risky pursuit of oil. Our societies have become addicted to extreme risk in finding new energy, new financial instruments and more ... and too often, we're left to clean up a mess afterward. Klein's question: What's the backup plan?",944771,TEDWomen 2010
"<link href=""https://www.ted.com/talks/patricia_medici_the_coolest_animal_you_know_nothing_about_and_how_we_can_save_it"" rel=""canonical""/>",2367,"Although the tapir is one of the world's largest land mammals, the lives of these solitary, nocturnal creatures have remained a mystery. Known as ""the living fossil,"" the very same tapir that roams the forests and grasslands of South America today arrived on the evolutionary scene more than 5 million years ago. But threats from poachers, deforestation and pollution, especially in quickly industrializing Brazil, threaten this longevity. In this insightful talk, conservation biologist, tapir expert and TED Fellow Patrícia Medici shares her work with these amazing animals and challenges us with a question: Do we want to be responsible for their extinction?",1343529,TED Fellows 2015
"<link href=""https://www.ted.com/talks/laura_snyder_the_philosophical_breakfast_club"" rel=""canonical""/>",1712,"In 1812, four men at Cambridge University met for breakfast. What began as an impassioned meal grew into a new scientific revolution, in which these men -- who called themselves “natural philosophers” until they later coined “scientist” -- introduced four major principles into scientific inquiry. Historian and philosopher Laura Snyder tells their intriguing story.",1242113,TEDGlobal 2012
"<link href=""https://www.ted.com/talks/jacob_collier_a_one_man_audio_visual_viral_sensation"" rel=""canonical""/>",8588,"Jacob Collier is a one-man band and force of nature. In a dynamic, colorful performance, he recreates the magical room at his home in London where he produces music, performing three songs in which he sings every part and plays every instrument -- accompanied by kaleidoscopic visuals that take cues from the music and grow in real time.",469461,TED2017
"<link href=""https://www.ted.com/talks/ruth_chang_how_to_make_hard_choices"" rel=""canonical""/>",2023,"Here's a talk that could literally change your life. Which career should I pursue? Should I break up -- or get married?! Where should I live? Big decisions like these can be agonizingly difficult.  But that's because we think about them the wrong way, says philosopher Ruth Chang. She offers a powerful new framework for shaping who we truly are.",6440318,TEDSalon NY2014
"<link href=""https://www.ted.com/talks/vilayanur_ramachandran_on_your_mind"" rel=""canonical""/>",184,"Vilayanur Ramachandran tells us what brain damage can reveal about the connection between celebral tissue and the mind, using three startling delusions as examples.",4229193,TED2007
"<link href=""https://www.ted.com/talks/sebastian_kraves_the_era_of_personal_dna_testing_is_here"" rel=""canonical""/>",2570,"From improving vaccines to modifying crops to solving crimes, DNA technology has transformed our world. Now, for the first time in history, anyone can experiment with DNA at home, in their kitchen, using a device smaller than a shoebox. We are living in a personal DNA revolution, says biotech entrepreneur Sebastian Kraves, where the secrets buried in DNA are yours to find.",1099170,TED@BCG Paris
"<link href=""https://www.ted.com/talks/jill_tarter_s_call_to_join_the_seti_search"" rel=""canonical""/>",468,"The SETI Institute's Jill Tarter makes her TED Prize wish: to accelerate our search for cosmic company. Using a growing array of radio telescopes, she and her team listen for patterns that may be a sign of intelligence elsewhere in the universe.",1293472,TED2009
"<link href=""https://www.ted.com/talks/david_burkus_why_you_should_know_how_much_your_coworkers_get_paid"" rel=""canonical""/>",2585,"How much do you get paid? How does it compare to the people you work with? You should know, and so should they, says management researcher David Burkus. In this talk, Burkus questions our cultural assumptions around keeping salaries secret and makes a compelling case for why sharing them could benefit employees, organizations and society.",1860928,TEDxUniversityofNevada
"<link href=""https://www.ted.com/talks/graham_hill_weekday_vegetarian"" rel=""canonical""/>",860,"We all know the arguments that being vegetarian is better for the environment and for the animals -- but in a carnivorous culture, it can be hard to make the change. Graham Hill has a powerful, pragmatic suggestion: Be a weekday veg.",2276411,TED2010
"<link href=""https://www.ted.com/talks/danny_hillis_two_frontiers_of_cancer_treatment"" rel=""canonical""/>",1082,"Danny Hills makes a case for the next frontier of cancer research: proteomics, the study of proteins in the body. As Hillis explains it, genomics shows us a list of the ingredients of the body -- while proteomics shows us what those ingredients produce. Understanding what's going on in your body at the protein level may lead to a new understanding of how cancer happens.",439900,TEDMED 2010
"<link href=""https://www.ted.com/talks/william_kamkwamba_on_building_a_windmill"" rel=""canonical""/>",153,"When he was just 14 years old, Malawian inventor William Kamkwamba built his family an electricity-generating windmill from spare parts, working from rough plans he found in a library book.",1816700,TEDGlobal 2007
"<link href=""https://www.ted.com/talks/alan_smith_why_we_re_so_bad_at_statistics"" rel=""canonical""/>",2674,"Think you're good at guessing stats? Guess again. Whether we consider ourselves math people or not, our ability to understand and work with numbers is terribly limited, says data visualization expert Alan Smith. In this delightful talk, Smith explores the mismatch between what we know and what we think we know.",1572543,TEDxExeter
"<link href=""https://www.ted.com/talks/deborah_rhodes"" rel=""canonical""/>",1047,"Working with a team of physicists, Dr. Deborah Rhodes developed a new tool for tumor detection that's 3 times as effective as traditional mammograms for women with dense breast tissue. The life-saving implications are stunning. So why haven't we heard of it? Rhodes shares the story behind the tool's creation, and the web of politics and economics that keep it from mainstream use.",922099,TEDWomen 2010
"<link href=""https://www.ted.com/talks/dave_meslin_the_antidote_to_apathy"" rel=""canonical""/>",1119,"Local politics -- schools, zoning, council elections -- hit us where we live. So why don't more of us actually get involved? Is it apathy? Dave Meslin says no. He identifies 7 barriers that keep us from taking part in our communities, even when we truly care.",1700308,TEDxToronto 2010
"<link href=""https://www.ted.com/talks/ben_ambridge_10_myths_about_psychology_debunked"" rel=""canonical""/>",2178,"How much of what you think about your brain is actually wrong? In this whistlestop tour of dis-proved science, Ben Ambridge walks through 10 popular ideas about psychology that have been proven wrong — and uncovers a few surprising truths about how our brains really work.",2669738,TEDxYouth@Manchester
"<link href=""https://www.ted.com/talks/mark_ronson_how_sampling_transformed_music"" rel=""canonical""/>",1994,"Sampling isn't about ""hijacking nostalgia wholesale,"" says Mark Ronson. It's about inserting yourself into the narrative of a song while also pushing that story forward. In this mind-blowingly original talk, watch the DJ scramble 15 TED Talks into an audio-visual omelette, and trace the evolution of ""La Di Da Di,"" Doug E. Fresh and Slick Rick's 1984 hit that has been reimagined for every generation since.",3481905,TED2014
"<link href=""https://www.ted.com/talks/hanna_rosin_new_data_on_the_rise_of_women"" rel=""canonical""/>",1033,"Hanna Rosin reviews startling new data that shows women actually surpassing men in several important measures, such as college graduation rates. Do these trends, both US-centric and global, signal the ""end of men""? Probably not -- but they point toward an important societal shift worth deep discussion.",900587,TEDWomen 2010
"<link href=""https://www.ted.com/talks/thomas_goetz_it_s_time_to_redesign_medical_data"" rel=""canonical""/>",1060,"Your medical chart: it's hard to access, impossible to read -- and full of information that could make you healthier if you just knew how to use it. At TEDMED, Thomas Goetz looks at medical data, making a bold call to redesign it and get more insight from it.",524345,TEDMED 2010
